male,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,age_at_first_arrest,marital_status,slevel,rs_fta,rs_grecid,rs_vrecid,ds_fta,ds_grecid,ds_vrecid,fta_text,grecid_text,vrecid_text
1,48,0,0,0,0,46,Married,1,11.0,-2.33,-3.86,1,1,1,Low,Low,Low
1,35,0,0,0,0,33,Single,1,24.0,-1.36,-3.16,6,2,1,Medium,Low,Low
1,24,0,0,0,3,21,Single,1,16.0,-0.89,-2.1,2,3,4,Low,Low,Low
1,47,0,0,0,0,46,Single,1,13.0,-2.06,-3.66,1,1,1,Low,Low,Low
1,62,0,0,0,0,59,Divorced,1,16.0,-3.0,-4.26,2,1,1,Low,Low,Low
1,52,0,0,0,19,21,Single,1,27.0,-0.85,-3.22,7,3,1,Medium,Low,Low
0,25,0,0,0,4,23,Single,2,17.0,-0.26,-2.17,2,7,4,Low,Medium,Low
1,25,0,0,0,1,21,Single,1,12.0,-0.78,-2.42,1,3,3,Low,Low,Low
1,49,0,0,0,1,46,Single,2,21.0,0.06,-2.05,4,7,4,Low,Medium,Low
1,30,0,0,0,8,19,Single,2,17.0,-0.1,-1.75,2,7,5,Low,Medium,Medium
1,50,0,0,0,0,48,Divorced,1,25.0,-1.77,-3.01,6,1,1,Medium,Low,Low
1,47,0,0,0,3,27,Single,3,34.0,0.18,-2.45,10,8,3,High,High,Low
1,37,0,0,0,14,19,Single,3,22.0,0.19,-2.3,5,8,3,Medium,High,Low
1,26,0,0,0,0,24,Single,1,18.0,-1.09,-2.35,3,2,3,Low,Low,Low
1,28,0,2,0,21,18,Single,4,33.0,0.71,-0.35,9,10,10,High,High,High
0,26,0,0,0,3,25,Single,1,16.0,-1.42,-2.77,2,2,2,Low,Low,Low
1,48,0,0,0,4,40,Single,1,19.0,-1.09,-3.33,3,2,1,Low,Low,Low
1,25,0,0,0,1,23,Single,1,14.0,-0.57,-2.2,1,4,4,Low,Low,Low
1,20,0,1,0,1,18,Single,4,16.0,0.13,-0.61,2,8,10,Low,High,High
1,34,0,0,0,9,20,Single,3,17.0,0.77,-1.88,2,10,5,Low,High,Medium
1,26,0,0,0,1,24,Single,1,11.0,-1.52,-2.71,1,1,2,Low,Low,Low
1,21,0,0,0,0,20,Single,1,13.0,-0.81,-1.83,1,3,5,Low,Low,Medium
1,46,1,0,1,9,18,Single,3,26.0,0.52,-1.4,7,9,7,Medium,High,Medium
1,21,0,0,1,0,19,Single,3,25.0,0.13,-1.32,6,8,7,Medium,High,Medium
0,27,0,0,0,2,24,Single,1,17.0,-0.75,-2.45,2,5,3,Low,Medium,Low
1,20,0,0,0,0,19,Single,3,16.0,0.17,-1.58,2,8,6,Low,High,Medium
1,21,0,1,1,3,19,Single,4,16.0,0.3,-1.22,2,8,8,Low,High,High
1,29,0,0,0,1,26,Separated,1,13.0,-0.68,-2.78,1,4,2,Low,Low,Low
1,46,0,0,0,4,19,Single,1,21.0,-0.6,-3.15,4,4,1,Low,Low,Low
1,24,0,0,0,0,21,Significant Other,1,14.0,-0.54,-1.84,1,4,5,Low,Low,Medium
0,51,0,0,0,2,47,Married,1,20.0,-1.77,-3.1,4,1,1,Low,Low,Low
1,57,0,0,0,8,30,Single,1,24.0,-0.67,-2.88,6,4,2,Medium,Low,Low
1,33,0,0,0,4,21,Single,1,19.0,-1.33,-2.11,3,2,4,Low,Low,Low
1,22,0,0,0,0,22,Single,1,12.0,-1.01,-1.99,1,2,4,Low,Low,Low
1,23,0,1,0,4,21,Single,3,15.0,0.46,-1.71,1,9,6,Low,High,Medium
1,29,0,0,0,5,22,Single,3,14.0,0.26,-2.23,1,8,4,Low,High,Low
0,55,0,0,0,0,55,Married,1,15.0,-1.78,-3.59,1,1,1,Low,Low,Low
1,22,0,0,0,0,19,Single,1,12.0,-0.7,-1.76,1,4,5,Low,Low,Medium
1,56,0,0,0,10,48,Single,1,20.0,-1.16,-2.99,3,2,1,Low,Low,Low
0,33,0,0,0,1,26,Single,2,19.0,-0.52,-2.53,3,6,3,Low,Medium,Low
1,27,0,0,0,0,26,Separated,1,20.0,-0.6,-2.22,3,4,4,Low,Low,Low
1,31,0,0,0,1,28,Married,1,17.0,-1.14,-2.96,2,2,1,Low,Low,Low
1,20,0,0,0,0,19,Single,1,17.0,-0.47,-1.84,2,5,5,Low,Medium,Medium
1,40,0,0,0,3,29,Single,3,18.0,0.2,-1.92,3,8,5,Low,High,Medium
1,48,0,0,0,0,45,Married,1,12.0,-2.3,-3.83,1,1,1,Low,Low,Low
0,33,0,0,0,0,32,Single,1,19.0,-1.0,-3.11,3,4,1,Low,Low,Low
1,32,0,3,0,10,19,Single,2,34.0,-0.16,-1.88,10,6,5,High,Medium,Medium
1,68,0,0,0,1,65,Divorced,1,15.0,-1.21,-3.2,1,2,1,Low,Low,Low
1,24,0,0,0,1,22,Single,1,18.0,-0.59,-2.21,3,4,4,Low,Low,Low
1,32,0,0,0,1,30,Single,1,11.0,-1.36,-2.81,1,2,2,Low,Low,Low
1,19,0,1,0,2,18,Single,3,15.0,-0.02,-1.0,1,7,8,Low,Medium,High
1,56,0,0,0,4,47,Divorced,1,19.0,-1.55,-3.22,3,1,1,Low,Low,Low
1,23,0,0,0,6,18,Single,4,19.0,0.61,-1.23,3,9,8,Low,High,High
1,27,0,0,0,5,19,Single,3,17.0,0.34,-1.62,2,9,6,Low,High,Medium
0,52,0,0,0,0,51,Single,1,11.0,-2.01,-3.66,1,1,1,Low,Low,Low
0,21,0,0,0,0,21,Single,1,13.0,-0.73,-1.94,1,5,5,Low,Medium,Medium
1,39,6,1,0,17,18,Divorced,2,29.0,0.01,-1.93,8,7,5,High,Medium,Medium
1,25,0,0,0,1,22,Single,2,14.0,-0.87,-1.72,1,3,6,Low,Low,Medium
1,42,0,0,0,6,22,Married,4,32.0,0.1,-1.11,9,8,8,High,High,High
1,29,0,0,0,1,26,Single,1,14.0,-1.0,-2.74,1,3,2,Low,Low,Low
1,33,0,0,0,3,21,Single,1,17.0,-1.28,-3.02,2,2,1,Low,Low,Low
1,38,0,0,0,2,36,Single,1,14.0,-1.57,-2.67,1,1,2,Low,Low,Low
1,32,0,2,1,10,19,Single,1,23.0,-0.42,-2.43,5,5,3,Medium,Medium,Low
0,29,0,0,0,1,23,Single,1,11.0,-1.45,-2.76,1,2,2,Low,Low,Low
0,20,0,0,0,1,19,Single,2,13.0,-0.81,-1.66,1,5,6,Low,Medium,Medium
0,27,0,0,0,1,26,Single,1,17.0,-1.44,-2.74,2,2,2,Low,Low,Low
1,23,0,0,0,0,22,Single,2,14.0,-0.24,-2.04,1,6,4,Low,Medium,Low
1,39,1,1,0,16,17,Single,3,24.0,0.42,-1.7,6,9,6,Medium,High,Medium
1,41,0,0,0,0,41,Significant Other,2,25.0,-0.04,-1.36,6,7,7,Medium,Medium,Medium
1,23,0,0,0,4,19,Single,1,18.0,-0.37,-2.12,3,5,4,Low,Medium,Low
1,58,0,0,0,10,43,Divorced,1,29.0,-0.79,-2.81,8,3,2,High,Low,Low
1,42,0,0,0,9,22,Single,2,23.0,-0.26,-2.12,5,6,4,Medium,Medium,Low
1,52,0,0,0,3,35,Divorced,1,26.0,-0.6,-2.49,7,4,3,Medium,Low,Low
1,26,0,0,0,1,24,Single,1,15.0,-0.55,-2.21,1,4,4,Low,Low,Low
1,27,0,0,0,1,25,Single,1,15.0,-1.46,-2.74,1,1,2,Low,Low,Low
1,47,0,0,0,0,46,Married,1,19.0,-2.43,-3.94,3,1,1,Low,Low,Low
1,33,0,0,0,1,31,Married,1,16.0,-1.06,-2.79,2,2,2,Low,Low,Low
1,33,0,0,0,2,25,Single,4,27.0,0.21,-0.75,7,8,9,Medium,High,High
1,28,0,0,0,1,27,Single,1,13.0,-1.5,-2.8,1,1,2,Low,Low,Low
1,23,0,0,0,0,21,Single,1,15.0,-1.18,-2.22,1,2,4,Low,Low,Low
1,45,0,0,0,0,44,Single,1,14.0,-1.88,-3.77,1,1,1,Low,Low,Low
1,25,0,1,0,4,20,Single,3,16.0,0.24,-1.68,2,8,6,Low,High,Medium
1,32,0,0,0,0,31,Single,1,22.0,-1.33,-3.06,5,2,1,Medium,Low,Low
1,34,0,0,0,14,22,Single,4,26.0,0.58,-0.98,7,9,9,Medium,High,High
1,25,0,0,0,0,25,Single,2,13.0,-0.11,-2.22,1,7,4,Low,Medium,Low
0,21,0,0,0,0,20,Single,1,14.0,-1.12,-2.04,1,3,4,Low,Low,Low
1,23,0,0,0,0,21,Single,1,15.0,-0.95,-2.0,1,3,4,Low,Low,Low
0,29,0,0,0,0,27,Single,1,14.0,-1.35,-2.7,1,2,2,Low,Low,Low
1,38,0,0,0,19,19,Single,3,24.0,0.31,-1.78,6,9,5,Medium,High,Medium
0,29,0,0,0,1,28,Single,1,13.0,-0.68,-2.5,1,5,3,Low,Medium,Low
1,29,0,0,0,0,27,Single,1,11.0,-1.44,-2.86,1,1,2,Low,Low,Low
1,40,0,0,0,0,40,Single,1,13.0,-2.1,-3.62,1,1,1,Low,Low,Low
1,27,0,0,0,6,20,Single,4,16.0,0.29,-0.98,2,8,9,Low,High,High
1,25,0,0,0,0,24,Single,1,12.0,-1.38,-2.56,1,2,2,Low,Low,Low
1,34,0,0,0,1,32,Single,1,23.0,-0.47,-2.17,5,5,4,Medium,Medium,Low
0,31,0,0,2,2,21,Single,1,22.0,-0.64,-2.08,5,5,4,Medium,Medium,Low
1,21,0,0,1,2,19,Single,4,18.0,0.89,-0.79,3,10,9,Low,High,High
1,30,0,0,0,8,18,Single,4,21.0,0.5,-0.74,4,9,9,Low,High,High
1,41,0,0,0,0,39,Married,2,16.0,-0.1,-3.06,2,7,1,Low,Medium,Low
1,38,3,0,0,11,17,Single,4,27.0,0.6,-0.2,7,9,10,Medium,High,High
1,59,0,0,0,8,31,Divorced,1,17.0,-0.53,-2.57,2,4,2,Low,Low,Low
1,21,0,0,0,1,19,Single,2,16.0,-0.6,-1.38,2,4,7,Low,Low,Medium
1,61,0,0,0,0,61,Significant Other,1,17.0,-1.27,-3.32,2,2,1,Low,Low,Low
0,33,0,0,0,6,31,Single,1,25.0,-0.83,-2.23,7,4,4,Medium,Low,Low
1,39,0,0,0,0,38,Married,1,11.0,-1.68,-3.33,1,1,1,Low,Low,Low
1,27,0,0,0,6,22,Single,1,15.0,-0.58,-2.68,1,4,2,Low,Low,Low
1,53,0,0,0,2,20,Divorced,1,18.0,-1.39,-3.67,3,1,1,Low,Low,Low
0,22,0,0,0,0,21,Single,1,11.0,-1.05,-2.08,1,3,4,Low,Low,Low
0,31,0,0,0,1,29,Single,1,14.0,-0.62,-2.79,1,5,2,Low,Medium,Low
1,21,0,0,0,0,20,Single,1,12.0,-1.27,-2.16,1,2,4,Low,Low,Low
1,29,0,0,0,3,20,Significant Other,1,22.0,-0.89,-2.41,5,3,3,Medium,Low,Low
1,30,0,0,0,0,29,Single,1,13.0,-1.55,-2.94,1,1,2,Low,Low,Low
1,34,0,0,0,2,28,Single,1,20.0,-1.61,-3.05,3,1,1,Low,Low,Low
1,43,0,0,0,4,21,Single,1,23.0,-0.51,-3.05,5,5,1,Medium,Medium,Low
1,21,0,0,11,2,19,Single,4,15.0,0.84,-0.76,1,10,9,Low,High,High
0,24,0,0,1,2,18,Single,3,15.0,0.17,-2.02,1,9,4,Low,High,Low
1,34,0,0,0,3,27,Separated,3,17.0,0.13,-1.51,2,8,6,Low,High,Medium
1,34,0,0,0,0,33,Single,1,22.0,-0.68,-3.01,5,4,1,Medium,Low,Low
1,23,0,0,1,7,18,Single,3,14.0,0.15,-1.92,1,8,5,Low,High,Medium
1,22,0,0,0,2,19,Single,3,14.0,0.17,-1.58,1,8,6,Low,High,Medium
1,45,0,0,0,13,19,Separated,2,27.0,-0.08,-1.7,7,7,6,Medium,Medium,Medium
1,23,0,0,1,0,20,Single,4,19.0,0.37,-0.89,3,9,9,Low,High,High
1,34,0,1,0,6,26,Single,1,20.0,-0.49,-2.43,3,5,3,Low,Medium,Low
0,40,0,0,0,5,32,Single,3,28.0,0.57,-2.25,8,10,3,High,High,Low
0,23,0,0,0,0,21,Single,2,16.0,-0.18,-1.6,2,7,6,Low,Medium,Medium
1,39,0,0,0,3,31,Single,1,14.0,-1.29,-2.44,1,2,3,Low,Low,Low
0,26,0,0,0,5,19,Single,2,16.0,-0.81,-1.71,2,5,6,Low,Medium,Medium
0,26,0,0,0,0,24,Single,1,15.0,-1.57,-2.72,1,2,2,Low,Low,Low
1,21,0,0,0,0,19,Single,2,11.0,-0.59,-1.52,1,4,6,Low,Low,Medium
1,30,0,1,1,3,19,Single,1,21.0,-0.97,-2.53,4,3,3,Low,Low,Low
1,44,0,0,0,0,41,Single,1,25.0,-0.52,-3.18,6,4,1,Medium,Low,Low
1,21,0,0,0,1,19,Single,3,13.0,-0.02,-1.02,1,7,8,Low,Medium,High
1,23,0,0,0,0,20,Separated,1,14.0,-0.73,-1.97,1,4,5,Low,Low,Medium
1,34,0,0,0,0,34,Single,1,13.0,-1.73,-3.2,1,1,1,Low,Low,Low
1,35,0,0,0,1,32,Single,1,11.0,-1.45,-2.93,1,1,2,Low,Low,Low
0,49,0,0,0,1,40,Single,1,14.0,-2.52,-3.91,1,1,1,Low,Low,Low
1,23,0,0,0,3,20,Married,4,18.0,0.63,-1.08,3,10,8,Low,High,High
1,32,0,0,0,4,19,Single,2,15.0,0.03,-2.2,1,7,4,Low,Medium,Low
1,24,0,0,0,1,20,Single,2,13.0,-0.48,-1.37,1,5,7,Low,Medium,Medium
0,21,0,0,0,1,19,Single,1,16.0,-1.0,-1.82,2,4,5,Low,Low,Medium
0,37,0,0,0,7,20,Single,2,28.0,-0.43,-2.59,8,6,2,High,Medium,Low
0,21,0,0,0,1,19,Single,2,16.0,-0.78,-1.68,2,5,6,Low,Medium,Medium
1,28,0,0,0,2,22,Single,1,16.0,-1.04,-2.3,2,2,3,Low,Low,Low
1,42,0,0,0,2,19,Married,1,24.0,-0.57,-1.79,6,4,5,Medium,Low,Medium
1,23,0,2,0,7,19,Single,3,15.0,-0.14,-1.12,1,6,8,Low,Medium,High
0,24,0,0,0,2,23,Single,2,12.0,-0.57,-2.2,1,6,4,Low,Medium,Low
1,31,0,0,0,0,30,Single,2,19.0,-0.06,-1.6,3,7,6,Low,Medium,Medium
1,24,1,0,0,2,19,Single,4,18.0,0.8,-0.88,3,10,9,Low,High,High
1,24,0,0,0,2,22,Single,2,17.0,-0.29,-1.59,2,6,6,Low,Medium,Medium
1,25,0,0,0,1,23,Single,1,19.0,-1.22,-2.4,3,2,3,Low,Low,Low
0,44,0,0,0,0,43,Married,1,14.0,-1.57,-3.55,1,2,1,Low,Low,Low
1,55,0,0,0,12,33,Single,1,23.0,-0.92,-3.28,4,2,1,Low,Low,Low
1,33,0,0,0,1,30,Single,1,12.0,-1.75,-3.13,1,1,1,Low,Low,Low
1,26,1,3,0,24,19,Single,4,19.0,0.84,-0.53,3,10,10,Low,High,High
1,20,0,0,0,0,19,Single,2,12.0,-0.47,-1.38,1,5,7,Low,Medium,Medium
1,28,0,0,0,9,20,Single,3,15.0,0.17,-1.17,1,7,8,Low,Medium,High
1,27,0,0,0,1,24,Single,2,29.0,0.07,-2.05,8,7,4,High,Medium,Low
1,26,0,0,0,3,23,Single,1,19.0,-1.29,-2.54,3,2,3,Low,Low,Low
1,35,0,0,0,0,33,Single,1,18.0,-1.51,-2.97,3,1,1,Low,Low,Low
1,45,0,0,0,4,42,Single,1,22.0,-0.65,-3.55,5,4,1,Medium,Low,Low
1,26,0,0,0,1,24,Single,1,23.0,-0.67,-2.36,5,4,3,Medium,Low,Low
1,21,0,0,0,0,20,Single,4,18.0,1.09,-0.74,3,10,9,Low,High,High
0,27,0,0,0,0,25,Single,1,15.0,-1.0,-2.33,1,4,3,Low,Low,Low
1,20,3,1,0,4,18,Single,4,18.0,0.71,-0.5,3,10,10,Low,High,High
1,46,0,0,0,0,43,Single,1,14.0,-2.0,-3.12,1,1,1,Low,Low,Low
1,28,0,0,0,1,20,Single,1,14.0,-1.11,-2.37,1,2,3,Low,Low,Low
0,38,0,0,0,1,35,Married,2,15.0,-0.57,-2.21,1,6,4,Low,Medium,Low
1,55,0,0,0,10,34,Single,2,28.0,-0.15,-2.41,8,6,3,High,Medium,Low
0,44,0,0,0,0,44,Married,1,13.0,-2.01,-3.59,1,1,1,Low,Low,Low
0,32,0,0,0,0,31,Single,1,16.0,-1.84,-3.23,2,1,1,Low,Low,Low
1,35,0,0,0,5,31,Single,3,26.0,-0.11,-1.08,7,7,8,Medium,Medium,High
1,24,0,0,0,0,22,Single,3,21.0,0.47,-2.14,4,9,4,Low,High,Low
0,24,0,0,0,0,21,Single,1,13.0,-0.8,-1.96,1,5,5,Low,Medium,Medium
1,26,0,0,0,3,18,Single,1,20.0,-0.61,-2.28,3,4,3,Low,Low,Low
0,38,0,0,0,0,37,Single,1,19.0,-0.93,-2.98,3,4,1,Low,Low,Low
0,62,0,0,0,2,61,Single,1,27.0,-1.2,-3.63,8,3,1,High,Low,Low
1,27,0,0,0,7,19,Single,3,17.0,0.36,-1.71,2,9,6,Low,High,Medium
1,48,0,0,0,6,20,Separated,1,17.0,-0.84,-2.76,2,3,2,Low,Low,Low
0,31,0,0,0,2,27,Single,1,14.0,-0.86,-3.08,1,4,1,Low,Low,Low
1,28,0,0,0,5,20,Single,2,25.0,-0.34,-1.35,6,5,7,Medium,Medium,Medium
0,21,0,0,0,1,21,Single,2,15.0,-0.14,-1.74,1,7,5,Low,Medium,Medium
1,30,0,0,0,7,19,Single,3,17.0,0.31,-1.37,2,9,7,Low,High,Medium
1,42,0,0,0,0,41,Married,1,16.0,-1.22,-2.94,2,2,2,Low,Low,Low
0,25,0,0,0,0,24,Married,2,16.0,-0.21,-1.78,2,7,5,Low,Medium,Medium
1,25,0,0,1,6,19,Single,1,14.0,-0.51,-2.23,1,5,4,Low,Medium,Low
1,27,0,0,0,8,18,Single,4,29.0,1.16,-0.92,8,10,9,High,High,High
1,55,0,0,0,0,52,Married,1,11.0,-2.59,-4.14,1,1,1,Low,Low,Low
1,33,0,0,0,0,31,Single,1,13.0,-1.43,-2.9,1,1,2,Low,Low,Low
0,47,0,0,0,0,47,Single,1,14.0,-1.28,-3.59,1,3,1,Low,Low,Low
1,25,0,0,0,1,22,Single,1,11.0,-0.87,-2.01,1,3,4,Low,Low,Low
1,40,0,0,0,5,20,Unknown,2,28.0,0.03,-1.44,8,7,7,High,Medium,Medium
1,21,0,0,0,0,19,Single,2,13.0,-0.73,-1.64,1,4,6,Low,Low,Medium
1,50,0,0,0,26,37,Single,2,29.0,0.07,-2.62,8,7,2,High,Medium,Low
0,46,0,0,0,0,45,Separated,1,11.0,-2.3,-3.83,1,1,1,Low,Low,Low
1,28,0,1,0,10,19,Single,2,24.0,0.0,-1.55,6,7,6,Medium,Medium,Medium
1,20,0,1,0,2,18,Single,3,13.0,0.33,-1.3,1,9,7,Low,High,Medium
1,33,1,0,0,9,18,Single,3,25.0,0.04,-0.72,6,7,9,Medium,Medium,High
1,31,5,0,0,10,16,Single,3,18.0,0.58,-1.65,3,9,6,Low,High,Medium
0,57,0,0,0,0,54,Single,1,15.0,-2.23,-3.87,1,1,1,Low,Low,Low
1,25,0,0,0,0,23,Single,1,14.0,-1.03,-2.21,1,2,4,Low,Low,Low
1,22,0,4,0,7,19,Single,4,15.0,0.1,-0.78,1,8,9,Low,High,High
1,31,0,0,0,3,20,Single,1,21.0,-0.96,-2.82,4,3,2,Low,Low,Low
1,28,0,0,0,4,20,Single,4,21.0,0.91,-1.13,3,10,8,Low,High,High
1,41,0,0,0,11,22,Single,3,28.0,0.46,-1.68,8,9,6,High,High,Medium
1,43,0,0,0,7,27,Divorced,1,20.0,-0.62,-2.27,3,4,3,Low,Low,Low
0,25,0,0,0,0,23,Single,1,19.0,-0.85,-2.33,3,4,3,Low,Low,Low
1,39,0,0,0,1,36,Married,1,21.0,-1.15,-2.8,4,2,2,Low,Low,Low
1,23,0,1,0,5,19,Single,1,12.0,-0.7,-2.12,1,4,4,Low,Low,Low
1,40,0,0,0,1,38,Single,1,18.0,-1.55,-3.4,3,1,1,Low,Low,Low
1,20,0,0,0,0,19,Single,2,12.0,-0.33,-1.4,1,5,7,Low,Medium,Medium
1,35,0,0,0,2,26,Single,2,29.0,-0.05,-2.05,8,7,4,High,Medium,Low
1,34,0,0,0,1,32,Married,1,15.0,-1.63,-3.19,1,1,1,Low,Low,Low
1,27,0,0,1,18,19,Single,4,22.0,0.44,-0.53,5,9,10,Medium,High,High
1,25,0,1,1,15,18,Married,4,22.0,0.57,-0.78,5,9,9,Medium,High,High
1,37,0,0,0,1,35,Divorced,1,17.0,-0.51,-2.33,2,5,3,Low,Medium,Low
0,38,0,0,0,3,36,Single,1,20.0,-1.71,-3.41,4,1,1,Low,Low,Low
1,21,0,0,0,0,19,Single,2,14.0,-0.07,-1.38,1,7,7,Low,Medium,Medium
1,27,0,0,0,0,27,Single,1,11.0,-1.29,-2.57,1,2,2,Low,Low,Low
1,25,0,0,0,0,23,Single,1,16.0,-1.47,-2.57,2,1,2,Low,Low,Low
1,53,0,0,0,6,45,Single,2,25.0,-0.25,-2.33,6,6,3,Medium,Medium,Low
0,50,0,0,0,4,36,Divorced,1,16.0,-1.2,-3.14,2,3,1,Low,Low,Low
0,23,0,0,0,1,21,Single,2,12.0,-0.51,-2.18,1,6,4,Low,Medium,Low
1,45,0,0,0,0,44,Married,1,14.0,-2.19,-3.58,1,1,1,Low,Low,Low
1,27,1,0,0,2,18,Single,1,20.0,-0.74,-1.78,3,4,5,Low,Low,Medium
1,52,0,0,0,6,19,Single,1,21.0,-0.52,-1.96,4,4,5,Low,Low,Medium
1,22,0,0,0,0,21,Single,2,14.0,-0.38,-1.54,1,5,6,Low,Medium,Medium
1,27,0,0,0,0,26,Single,1,21.0,-0.94,-2.24,4,3,3,Low,Low,Low
1,29,0,0,0,5,22,Single,3,18.0,0.13,-1.38,3,8,7,Low,High,Medium
1,38,0,0,0,1,35,Married,1,14.0,-1.66,-3.02,1,1,1,Low,Low,Low
0,54,0,0,0,2,52,Separated,1,15.0,-1.55,-3.58,1,2,1,Low,Low,Low
1,26,0,0,0,1,21,Single,4,24.0,1.15,-0.43,6,10,10,Medium,High,High
1,37,1,8,5,23,18,Single,3,24.0,0.1,-1.59,6,8,6,Medium,High,Medium
1,36,0,2,1,25,12,Single,3,25.0,0.64,-2.24,6,10,3,Medium,High,Low
1,28,0,0,0,18,20,Single,3,35.0,0.64,-1.33,10,10,7,High,High,Medium
1,27,0,0,0,0,26,Single,1,13.0,-1.49,-2.75,1,1,2,Low,Low,Low
1,22,0,0,0,1,20,Single,3,13.0,0.0,-0.86,1,7,9,Low,Medium,High
1,49,0,0,0,1,46,Separated,1,18.0,-1.8,-2.99,3,1,1,Low,Low,Low
1,20,0,0,1,0,18,Single,4,21.0,0.51,-0.89,4,9,9,Low,High,High
1,36,0,0,0,11,18,Single,2,29.0,-0.03,-2.48,8,7,3,High,Medium,Low
0,26,0,0,0,2,20,Single,4,24.0,0.25,-1.06,6,9,8,Medium,High,High
0,41,0,0,0,0,39,Single,1,18.0,-1.24,-2.99,3,3,1,Low,Low,Low
1,26,0,0,1,9,18,Single,2,18.0,-0.02,-1.78,3,7,5,Low,Medium,Medium
0,43,0,0,0,1,41,Significant Other,2,23.0,-0.44,-3.18,6,6,1,Medium,Medium,Low
1,22,0,0,0,1,22,Single,1,13.0,-0.84,-2.08,1,3,4,Low,Low,Low
1,40,1,0,0,9,17,Single,3,29.0,0.42,-1.72,8,9,6,High,High,Medium
1,29,0,0,1,8,21,Single,3,18.0,0.29,-2.0,3,8,4,Low,High,Low
1,21,1,0,0,7,18,Single,4,17.0,0.78,-0.44,2,10,10,Low,High,High
1,25,0,0,0,4,22,Single,1,16.0,-0.33,-2.15,2,5,4,Low,Medium,Low
1,22,0,0,0,0,20,Single,1,13.0,-1.12,-2.04,1,2,4,Low,Low,Low
1,33,0,0,0,0,31,Single,1,13.0,-1.58,-3.19,1,1,1,Low,Low,Low
1,26,0,0,0,7,18,Single,2,24.0,-0.08,-1.67,6,7,6,Medium,Medium,Medium
0,27,0,0,0,0,25,Single,1,12.0,-1.07,-2.39,1,3,3,Low,Low,Low
1,35,0,0,0,1,33,Single,1,14.0,-1.18,-3.15,1,2,1,Low,Low,Low
1,57,0,0,0,0,55,Single,1,11.0,-2.33,-3.95,1,1,1,Low,Low,Low
1,27,0,0,0,3,20,Single,1,14.0,-1.26,-2.19,1,2,4,Low,Low,Low
1,37,0,0,0,3,24,Single,1,17.0,-1.55,-3.33,2,1,1,Low,Low,Low
0,31,0,0,0,3,29,Single,1,25.0,-0.74,-2.53,7,5,3,Medium,Medium,Low
1,36,1,0,0,26,16,Single,3,20.0,0.3,-2.02,3,8,4,Low,High,Low
0,32,0,0,0,0,30,Married,1,13.0,-1.46,-2.89,1,2,2,Low,Low,Low
1,50,0,0,0,1,48,Significant Other,1,15.0,-2.07,-3.77,1,1,1,Low,Low,Low
1,52,0,0,0,1,49,Single,1,12.0,-2.51,-4.05,1,1,1,Low,Low,Low
1,24,0,0,0,1,19,Single,1,13.0,-0.59,-2.1,1,4,4,Low,Low,Low
1,38,0,0,0,0,35,Married,1,18.0,-0.68,-2.53,3,4,3,Low,Low,Low
1,26,0,0,0,1,25,Single,1,18.0,-1.02,-2.02,3,2,4,Low,Low,Low
1,54,0,0,0,11,25,Single,3,22.0,0.28,-2.29,5,8,3,Medium,High,Low
1,71,0,0,0,13,65,Divorced,1,29.0,-1.33,-3.2,8,2,1,High,Low,Low
1,27,0,4,4,9,18,Single,2,22.0,-0.04,-2.28,5,7,3,Medium,Medium,Low
0,39,0,0,0,1,36,Single,1,15.0,-1.02,-3.08,1,4,1,Low,Low,Low
1,34,0,0,0,1,31,Single,1,23.0,-1.36,-2.76,5,2,2,Medium,Low,Low
1,23,0,0,0,0,21,Single,3,19.0,0.12,-1.78,3,8,5,Low,High,Medium
1,46,1,0,0,8,17,Single,1,25.0,-0.62,-1.93,6,4,5,Medium,Low,Medium
0,36,0,0,0,5,23,Single,2,18.0,-0.57,-2.2,3,6,4,Low,Medium,Low
1,55,0,0,0,0,53,Significant Other,1,20.0,-1.59,-3.92,3,1,1,Low,Low,Low
0,27,0,0,0,4,20,Single,2,17.0,-0.37,-2.22,2,6,4,Low,Medium,Low
1,33,0,0,0,1,29,Single,1,19.0,-0.7,-2.34,3,4,3,Low,Low,Low
1,45,0,0,0,0,44,Single,1,33.0,-0.76,-3.39,9,3,1,High,Low,Low
1,27,0,0,0,0,25,Single,1,20.0,-0.52,-2.31,3,4,3,Low,Low,Low
1,22,0,0,0,3,21,Single,2,13.0,-0.05,-1.86,1,7,5,Low,Medium,Medium
1,31,0,0,0,0,29,Married,3,31.0,-0.25,-0.81,9,6,9,High,Medium,High
1,23,0,0,3,2,21,Single,1,15.0,-0.62,-2.18,1,4,4,Low,Low,Low
1,39,0,0,0,1,31,Married,1,14.0,-1.88,-3.6,1,1,1,Low,Low,Low
1,20,1,0,0,1,18,Single,2,13.0,-0.01,-1.27,1,7,7,Low,Medium,Medium
0,31,0,2,0,10,19,Single,3,21.0,0.0,-2.11,4,8,4,Low,High,Low
1,24,0,0,0,8,18,Single,4,18.0,0.36,-0.83,3,9,9,Low,High,High
1,23,0,0,0,0,22,Single,1,13.0,-1.01,-2.16,1,2,4,Low,Low,Low
0,37,0,0,0,2,21,Single,3,21.0,0.1,-2.88,4,8,2,Low,High,Low
1,25,0,0,0,0,23,Single,2,24.0,-0.16,-1.44,6,6,7,Medium,Medium,Medium
1,26,0,0,0,0,24,Single,1,11.0,-0.93,-2.31,1,3,3,Low,Low,Low
